Id	Name	NotIdentifiedName 	Notes
1929	독 분사	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1930	물 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1931	물 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1932	얼음 화살	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1933	얼음 화살	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1934	수면 보행	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1935	아이템 충전	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1936	산성 폭발	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1937	아이템 마법 부여	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1938	도시 귀환	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1939	얼음 폭발	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1940	로이드의 신호기	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1941	기절	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1942	감속	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1943	대지 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1944	대지 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1945	치명적인 벌떼	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1946	치명적인 벌떼	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1947	돌가죽	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1948	칼날	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1949	석화 해제	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1950	바위 폭발	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1951	염동력	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1952	죽음의 꽃	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1953	대규모 왜곡	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1954	생명체 감지	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1955	축복	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1956	운명	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1957	운명	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1958	언데드 퇴치	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1959	언데드 퇴치	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1960	저주 해제	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1961	생명 보존	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1962	영웅심	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1963	영혼 채찍	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1964	소생	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1965	생명 공유	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1966	부활	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1967	텔레파시	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1968	공포 해제	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1969	정신 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1970	정신 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1971	정신 폭발	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1972	정신 폭발	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1973	매혹	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1974	마비 치료	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1975	광폭화	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1976	집단 공포	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1977	광기 치료	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1978	정신 충격	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1979	노예화	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1980	약화 치료	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1981	치유	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1982	육체 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1983	육체 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1984	고통	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1985	고통	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1986	재생	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1987	독 치료	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1988	망치손	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
